Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID
ENSG00000273730	ENSG00000273730.1	124908316
ENSG00000273730	ENSG00000273730.1	124908327
ENSG00000273730	ENSG00000273730.1	124908336
ENSG00000273730	ENSG00000273730.1	124908347
ENSG00000273730	ENSG00000273730.1	124908358
ENSG00000273730	ENSG00000273730.1	124908368
ENSG00000273730	ENSG00000273730.1	124908369
ENSG00000273730	ENSG00000273730.1	124908370
ENSG00000273730	ENSG00000273730.1	124908371
ENSG00000273730	ENSG00000273730.1	124908372
ENSG00000273730	ENSG00000273730.1	124908373
ENSG00000273730	ENSG00000273730.1	124908374
ENSG00000273730	ENSG00000273730.1	124908375
ENSG00000273730	ENSG00000273730.1	124908376
ENSG00000273730	ENSG00000273730.1	124908377
ENSG00000273730	ENSG00000273730.1	124908378
ENSG00000273730	ENSG00000273730.1	124908379
ENSG00000273730	ENSG00000273730.1	124908380
ENSG00000273730	ENSG00000273730.1	124908381
ENSG00000273730	ENSG00000273730.1	124908382
ENSG00000273730	ENSG00000273730.1	124908383
ENSG00000273730	ENSG00000273730.1	124908384
ENSG00000273730	ENSG00000273730.1	124908385
ENSG00000273730	ENSG00000273730.1	124908386
ENSG00000273730	ENSG00000273730.1	124908387
ENSG00000273730	ENSG00000273730.1	124908388
ENSG00000273730	ENSG00000273730.1	124908389
ENSG00000273730	ENSG00000273730.1	124908390
ENSG00000273730	ENSG00000273730.1	124908391
ENSG00000273730	ENSG00000273730.1	124908392
ENSG00000273730	ENSG00000273730.1	124908393
ENSG00000273730	ENSG00000273730.1	124908474
ENSG00000273730	ENSG00000273730.1	124908494
ENSG00000273730	ENSG00000273730.1	124908504
ENSG00000273730	ENSG00000273730.1	124908512
ENSG00000273730	ENSG00000273730.1	124908513
ENSG00000273730	ENSG00000273730.1	124908514
ENSG00000273730	ENSG00000273730.1	124908515
ENSG00000273730	ENSG00000273730.1	124908516
ENSG00000273730	ENSG00000273730.1	124908517
ENSG00000273730	ENSG00000273730.1	124908518
ENSG00000273730	ENSG00000273730.1	124908519
ENSG00000273730	ENSG00000273730.1	124908520
ENSG00000273730	ENSG00000273730.1	124908521
ENSG00000273730	ENSG00000273730.1	124908522
ENSG00000273730	ENSG00000273730.1	124908523
ENSG00000273730	ENSG00000273730.1	124908524
ENSG00000273730	ENSG00000273730.1	124908525
ENSG00000273730	ENSG00000273730.1	124908526
ENSG00000273730	ENSG00000273730.1	124908527
ENSG00000273937	ENSG00000273937.1	
ENSG00000276501	ENSG00000276501.5	3811
ENSG00000276329	ENSG00000276329.5	3811
ENSG00000274707	ENSG00000274707.5	553128
ENSG00000275521	ENSG00000275521.4	9437
ENSG00000275288	ENSG00000275288.6	3811
ENSG00000274120	ENSG00000274120.4	79166
ENSG00000282534	ENSG00000282534.1	
ENSG00000278710	ENSG00000278710.4	3812
ENSG00000274429	ENSG00000274429.2	9231
ENSG00000276425	ENSG00000276425.1	100132285
ENSG00000276425	ENSG00000276425.1	124900575
ENSG00000275421	ENSG00000275421.1	3806
ENSG00000273603	ENSG00000273603.1	3806
ENSG00000275172	ENSG00000275172.1	115653
ENSG00000276035	ENSG00000276035.1	
ENSG00000274830	ENSG00000274830.5	3804
ENSG00000275596	ENSG00000275596.1	57292
ENSG00000275596	ENSG00000275596.1	124900569
ENSG00000280271	ENSG00000280271.1	
ENSG00000276001	ENSG00000276001.1	
ENSG00000277964	ENSG00000277964.1	3805
ENSG00000277964	ENSG00000277964.1	124900568
ENSG00000279566	ENSG00000279566.1	7594
ENSG00000273922	ENSG00000273922.4	79166
ENSG00000279614	ENSG00000279614.1	
ENSG00000281763	ENSG00000281763.2	170506
ENSG00000276004	ENSG00000276004.4	3812
ENSG00000274746	ENSG00000274746.4	163227
ENSG00000275608	ENSG00000275608.5	3813
ENSG00000274009	ENSG00000274009.1	
ENSG00000274942	ENSG00000274942.1	
ENSG00000273518	ENSG00000273518.5	3811
ENSG00000278474	ENSG00000278474.4	3812
ENSG00000279280	ENSG00000279280.1	641367
ENSG00000276999	ENSG00000276999.1	
ENSG00000279112	ENSG00000279112.1	641367
ENSG00000280218	ENSG00000280218.1	
ENSG00000275051	ENSG00000275051.2	9271
ENSG00000280066	ENSG00000280066.1	
ENSG00000274106	ENSG00000274106.1	
ENSG00000277976	ENSG00000277976.1	
ENSG00000279974	ENSG00000279974.1	
ENSG00000278780	ENSG00000278780.4	80264
ENSG00000273517	ENSG00000273517.1	3806
ENSG00000276985	ENSG00000276985.4	2204
ENSG00000277193	ENSG00000277193.1	3808
ENSG00000274449	ENSG00000274449.1	
ENSG00000276392	ENSG00000276392.1	57292
ENSG00000279318	ENSG00000279318.1	
ENSG00000278755	ENSG00000278755.1	3802
ENSG00000277101	ENSG00000277101.4	26084
ENSG00000276099	ENSG00000276099.1	
ENSG00000273578	ENSG00000273578.1	3803
ENSG00000278091	ENSG00000278091.4	7639
ENSG00000273502	ENSG00000273502.4	115653
ENSG00000273887	ENSG00000273887.1	3804
ENSG00000276498	ENSG00000276498.5	3813
ENSG00000276450	ENSG00000276450.1	9437
ENSG00000274480	ENSG00000274480.1	115653
ENSG00000275112	ENSG00000275112.1	
ENSG00000274518	ENSG00000274518.1	100132285
ENSG00000274518	ENSG00000274518.1	124900575
ENSG00000275970	ENSG00000275970.4	2204
ENSG00000276013	ENSG00000276013.1	
ENSG00000276806	ENSG00000276806.1	115653
ENSG00000274945	ENSG00000274945.4	3805
ENSG00000274945	ENSG00000274945.4	124900568
ENSG00000274724	ENSG00000274724.1	115653
ENSG00000276218	ENSG00000276218.5	3804
ENSG00000277362	ENSG00000277362.1	3805
ENSG00000277362	ENSG00000277362.1	124900568
ENSG00000276590	ENSG00000276590.5	3804
ENSG00000267728	ENSG00000267728.3	81870
ENSG00000275750	ENSG00000275750.1	3802
ENSG00000263090	ENSG00000263090.5	83899
ENSG00000262512	ENSG00000262512.2	85280
ENSG00000262749	ENSG00000262749.2	83900
ENSG00000263103	ENSG00000263103.1	
ENSG00000273522	ENSG00000273522.1	
ENSG00000267635	ENSG00000267635.1	100505724
ENSG00000267635	ENSG00000267635.1	100507608
ENSG00000267208	ENSG00000267208.1	
ENSG00000278726	ENSG00000278726.4	3812
ENSG00000262218	ENSG00000262218.1	100533177
ENSG00000278329	ENSG00000278329.1	
ENSG00000274108	ENSG00000274108.5	3804
ENSG00000275452	ENSG00000275452.2	100132285
ENSG00000275452	ENSG00000275452.2	124900575
ENSG00000275321	ENSG00000275321.1	
ENSG00000278339	ENSG00000278339.1	
ENSG00000280428	ENSG00000280428.1	
ENSG00000277356	ENSG00000277356.1	3802
ENSG00000280030	ENSG00000280030.1	
ENSG00000275050	ENSG00000275050.4	7617
ENSG00000278079	ENSG00000278079.6	3811
ENSG00000276247	ENSG00000276247.4	79166
ENSG00000277596	ENSG00000277596.1	115653
ENSG00000275815	ENSG00000275815.1	
ENSG00000281157	ENSG00000281157.2	100507524
ENSG00000278327	ENSG00000278327.5	3804
ENSG00000275059	ENSG00000275059.1	
ENSG00000274610	ENSG00000274610.1	
ENSG00000274243	ENSG00000274243.5	3810
ENSG00000277551	ENSG00000277551.1	
ENSG00000273755	ENSG00000273755.5	79166
ENSG00000274563	ENSG00000274563.1	3810
ENSG00000278414	ENSG00000278414.5	553128
ENSG00000277963	ENSG00000277963.4	79166
ENSG00000290329	ENSG00000290329.1	
ENSG00000281020	ENSG00000281020.2	54221
ENSG00000275136	ENSG00000275136.4	2204
ENSG00000277176	ENSG00000277176.5	
ENSG00000276552	ENSG00000276552.1	
ENSG00000275269	ENSG00000275269.4	2204
ENSG00000290379	ENSG00000290379.1	
ENSG00000274556	ENSG00000274556.1	115653
ENSG00000277603	ENSG00000277603.4	7173
ENSG00000278442	ENSG00000278442.4	3812
ENSG00000278573	ENSG00000278573.1	
ENSG00000277196	ENSG00000277196.4	5625
ENSG00000273498	ENSG00000273498.4	3805
ENSG00000273498	ENSG00000273498.4	124900568
ENSG00000274912	ENSG00000274912.1	
ENSG00000277750	ENSG00000277750.1	3805
ENSG00000277750	ENSG00000277750.1	124900568
ENSG00000281496	ENSG00000281496.1	
ENSG00000276395	ENSG00000276395.1	3809
ENSG00000276938	ENSG00000276938.3	
ENSG00000276310	ENSG00000276310.1	3802
ENSG00000267237	ENSG00000267237.4	
ENSG00000277630	ENSG00000277630.4	100288966
ENSG00000281577	ENSG00000281577.1	
ENSG00000267639	ENSG00000267639.3	
ENSG00000281503	ENSG00000281503.1	
ENSG00000274706	ENSG00000274706.1	
ENSG00000278747	ENSG00000278747.1	124904108
ENSG00000278747	ENSG00000278747.1	124904706
ENSG00000278747	ENSG00000278747.1	124906683
ENSG00000281062	ENSG00000281062.3	
ENSG00000290324	ENSG00000290324.1	
ENSG00000281617	ENSG00000281617.3	
ENSG00000273794	ENSG00000273794.4	3802
ENSG00000278758	ENSG00000278758.4	3812
ENSG00000290333	ENSG00000290333.1	348840
ENSG00000273929	ENSG00000273929.1	
ENSG00000281935	ENSG00000281935.1	196385
ENSG00000278817	ENSG00000278817.1	
ENSG00000276017	ENSG00000276017.1	
ENSG00000275262	ENSG00000275262.4	3812
ENSG00000278793	ENSG00000278793.1	124905313
ENSG00000276808	ENSG00000276808.1	
ENSG00000278190	ENSG00000278190.1	
ENSG00000274786	ENSG00000274786.1	115653
ENSG00000281351	ENSG00000281351.1	
ENSG00000280559	ENSG00000280559.1	
ENSG00000280647	ENSG00000280647.1	
ENSG00000274382	ENSG00000274382.2	5626
ENSG00000262573	ENSG00000262573.2	83899
ENSG00000263115	ENSG00000263115.1	
ENSG00000282480	ENSG00000282480.1	
ENSG00000276465	ENSG00000276465.1	3809
ENSG00000262896	ENSG00000262896.2	85280
ENSG00000282766	ENSG00000282766.1	
ENSG00000275422	ENSG00000275422.1	
ENSG00000282103	ENSG00000282103.1	9228
ENSG00000263263	ENSG00000263263.1	100507608
ENSG00000275914	ENSG00000275914.5	3803
ENSG00000262221	ENSG00000262221.1	100505724
ENSG00000281644	ENSG00000281644.2	
ENSG00000277392	ENSG00000277392.1	115653
ENSG00000262542	ENSG00000262542.1	100533177
ENSG00000275795	ENSG00000275795.1	
ENSG00000277185	ENSG00000277185.1	
ENSG00000282347	ENSG00000282347.1	
ENSG00000282245	ENSG00000282245.1	401442
ENSG00000262214	ENSG00000262214.1	
ENSG00000282665	ENSG00000282665.1	157697
ENSG00000262946	ENSG00000262946.1	
ENSG00000278229	ENSG00000278229.2	6218
ENSG00000262594	ENSG00000262594.4	81870
ENSG00000280971	ENSG00000280971.1	
ENSG00000278666	ENSG00000278666.4	
ENSG00000275937	ENSG00000275937.1	553128
ENSG00000278207	ENSG00000278207.1	3802
ENSG00000277885	ENSG00000277885.1	100132285
ENSG00000277885	ENSG00000277885.1	124900575
ENSG00000276011	ENSG00000276011.1	3803
ENSG00000275629	ENSG00000275629.4	3812
ENSG00000277552	ENSG00000277552.1	115653
ENSG00000282606	ENSG00000282606.1	284241
ENSG00000276324	ENSG00000276324.1	
ENSG00000277240	ENSG00000277240.1	
ENSG00000290527	ENSG00000290527.1	
ENSG00000273955	ENSG00000273955.1	
ENSG00000281949	ENSG00000281949.1	
ENSG00000282330	ENSG00000282330.1	
ENSG00000275021	ENSG00000275021.1	
ENSG00000281995	ENSG00000281995.1	
ENSG00000281775	ENSG00000281775.2	10841
ENSG00000278786	ENSG00000278786.5	
ENSG00000281942	ENSG00000281942.1	
ENSG00000290428	ENSG00000290428.1	
ENSG00000278277	ENSG00000278277.1	
ENSG00000281513	ENSG00000281513.1	
ENSG00000281081	ENSG00000281081.1	
ENSG00000281464	ENSG00000281464.1	
ENSG00000282752	ENSG00000282752.1	9150
ENSG00000276994	ENSG00000276994.1	
ENSG00000278692	ENSG00000278692.1	3803
ENSG00000281048	ENSG00000281048.2	
ENSG00000282233	ENSG00000282233.1	
ENSG00000275735	ENSG00000275735.1	100132285
ENSG00000275735	ENSG00000275735.1	124900575
ENSG00000274681	ENSG00000274681.2	
ENSG00000280635	ENSG00000280635.1	5626
ENSG00000274947	ENSG00000274947.1	3809
ENSG00000282770	ENSG00000282770.1	
ENSG00000273546	ENSG00000273546.1	
ENSG00000275495	ENSG00000275495.4	
ENSG00000275782	ENSG00000275782.1	
ENSG00000282690	ENSG00000282690.1	
ENSG00000275035	ENSG00000275035.2	80212
ENSG00000276516	ENSG00000276516.1	
ENSG00000276274	ENSG00000276274.1	
ENSG00000274708	ENSG00000274708.1	
ENSG00000276243	ENSG00000276243.4	79166
ENSG00000275848	ENSG00000275848.1	3805
ENSG00000275848	ENSG00000275848.1	124900568
ENSG00000276212	ENSG00000276212.5	
ENSG00000277428	ENSG00000277428.1	
ENSG00000276256	ENSG00000276256.1	389831
ENSG00000276256	ENSG00000276256.1	124900580
ENSG00000290528	ENSG00000290528.1	
ENSG00000274082	ENSG00000274082.1	
ENSG00000275168	ENSG00000275168.1	
ENSG00000277560	ENSG00000277560.1	
ENSG00000275416	ENSG00000275416.4	3812
ENSG00000282596	ENSG00000282596.1	
ENSG00000281232	ENSG00000281232.1	
ENSG00000277354	ENSG00000277354.1	51232
ENSG00000290534	ENSG00000290534.1	
ENSG00000278476	ENSG00000278476.1	
ENSG00000279215	ENSG00000279215.1	
ENSG00000277445	ENSG00000277445.4	64506
ENSG00000278833	ENSG00000278833.4	
ENSG00000278368	ENSG00000278368.5	3811
ENSG00000277850	ENSG00000277850.4	3805
ENSG00000277850	ENSG00000277850.4	124900568
ENSG00000278025	ENSG00000278025.4	9437
ENSG00000277153	ENSG00000277153.1	
ENSG00000281753	ENSG00000281753.1	
ENSG00000280541	ENSG00000280541.1	100861507
ENSG00000281289	ENSG00000281289.2	4047
ENSG00000276459	ENSG00000276459.5	3804
ENSG00000278248	ENSG00000278248.1	3802
ENSG00000263270	ENSG00000263270.5	
ENSG00000281954	ENSG00000281954.1	
ENSG00000274465	ENSG00000274465.5	3813
ENSG00000279389	ENSG00000279389.3	9710
ENSG00000263322	ENSG00000263322.1	
ENSG00000275517	ENSG00000275517.4	5542
ENSG00000275517	ENSG00000275517.4	653247
ENSG00000262892	ENSG00000262892.1	
ENSG00000262634	ENSG00000262634.5	220134
ENSG00000273918	ENSG00000273918.1	
ENSG00000274957	ENSG00000274957.1	3809
ENSG00000282112	ENSG00000282112.1	643542
ENSG00000262102	ENSG00000262102.1	92126
ENSG00000262860	ENSG00000262860.5	26065
ENSG00000278070	ENSG00000278070.2	100132979
ENSG00000282220	ENSG00000282220.1	
ENSG00000278614	ENSG00000278614.1	
ENSG00000279612	ENSG00000279612.1	
ENSG00000278430	ENSG00000278430.4	3805
ENSG00000278430	ENSG00000278430.4	124900568
ENSG00000280679	ENSG00000280679.1	
ENSG00000280618	ENSG00000280618.2	23191
ENSG00000277028	ENSG00000277028.1	115653
ENSG00000273752	ENSG00000273752.1	
ENSG00000274788	ENSG00000274788.5	79166
ENSG00000275353	ENSG00000275353.1	3809
ENSG00000290532	ENSG00000290532.1	
ENSG00000282753	ENSG00000282753.1	
ENSG00000282649	ENSG00000282649.1	105371907
ENSG00000277442	ENSG00000277442.4	9437
ENSG00000282302	ENSG00000282302.4	10801
ENSG00000281254	ENSG00000281254.1	
ENSG00000281173	ENSG00000281173.1	
ENSG00000280807	ENSG00000280807.2	114791
ENSG00000275436	ENSG00000275436.5	553128
ENSG00000282110	ENSG00000282110.1	5596
ENSG00000278809	ENSG00000278809.4	3812
ENSG00000275637	ENSG00000275637.4	9437
ENSG00000276357	ENSG00000276357.4	3812
ENSG00000282085	ENSG00000282085.1	
ENSG00000282443	ENSG00000282443.1	
ENSG00000282352	ENSG00000282352.1	
ENSG00000262132	ENSG00000262132.1	
ENSG00000282037	ENSG00000282037.1	
ENSG00000282782	ENSG00000282782.1	
ENSG00000282611	ENSG00000282611.1	
ENSG00000282677	ENSG00000282677.1	
ENSG00000282536	ENSG00000282536.1	
ENSG00000282715	ENSG00000282715.1	
ENSG00000278853	ENSG00000278853.1	
ENSG00000252379	ENSG00000252379.2	
ENSG00000262113	ENSG00000262113.1	
ENSG00000274679	ENSG00000274679.4	84221
ENSG00000278247	ENSG00000278247.2	283767
ENSG00000278247	ENSG00000278247.2	124900581
ENSG00000278247	ENSG00000278247.2	124905482
ENSG00000278247	ENSG00000278247.2	124907501
ENSG00000278140	ENSG00000278140.1	
ENSG00000278495	ENSG00000278495.4	3802
ENSG00000262679	ENSG00000262679.1	100874530
ENSG00000274920	ENSG00000274920.5	3811
ENSG00000281737	ENSG00000281737.1	
ENSG00000262536	ENSG00000262536.1	
ENSG00000262156	ENSG00000262156.4	200315
ENSG00000262156	ENSG00000262156.4	100913187
ENSG00000281754	ENSG00000281754.1	
ENSG00000281012	ENSG00000281012.1	
ENSG00000280490	ENSG00000280490.1	
ENSG00000275009	ENSG00000275009.2	283767
ENSG00000275009	ENSG00000275009.2	124900581
ENSG00000275009	ENSG00000275009.2	124905482
ENSG00000275009	ENSG00000275009.2	124907501
ENSG00000277046	ENSG00000277046.1	
ENSG00000278508	ENSG00000278508.4	100132979
ENSG00000276882	ENSG00000276882.4	3812
ENSG00000281999	ENSG00000281999.1	
ENSG00000262453	ENSG00000262453.1	
ENSG00000282044	ENSG00000282044.1	
ENSG00000278728	ENSG00000278728.2	26047
ENSG00000281703	ENSG00000281703.1	
ENSG00000278019	ENSG00000278019.2	
ENSG00000280619	ENSG00000280619.1	105374682
ENSG00000280619	ENSG00000280619.1	107987420
ENSG00000280461	ENSG00000280461.1	
ENSG00000281919	ENSG00000281919.2	51151
ENSG00000281380	ENSG00000281380.1	
ENSG00000276856	ENSG00000276856.3	114791
ENSG00000273772	ENSG00000273772.4	6606
ENSG00000273772	ENSG00000273772.4	6607
ENSG00000290436	ENSG00000290436.1	
ENSG00000277069	ENSG00000277069.2	51289
ENSG00000282734	ENSG00000282734.1	286083
ENSG00000281690	ENSG00000281690.2	81792
ENSG00000281997	ENSG00000281997.1	
ENSG00000282141	ENSG00000282141.1	
ENSG00000282001	ENSG00000282001.1	100507435
ENSG00000282152	ENSG00000282152.1	9228
ENSG00000277091	ENSG00000277091.1	
ENSG00000281725	ENSG00000281725.2	
ENSG00000281953	ENSG00000281953.1	
ENSG00000280737	ENSG00000280737.1	101928280
ENSG00000280759	ENSG00000280759.2	161
ENSG00000276625	ENSG00000276625.4	3802
ENSG00000274639	ENSG00000274639.1	115653
ENSG00000290446	ENSG00000290446.1	
ENSG00000277205	ENSG00000277205.1	124901859
ENSG00000274906	ENSG00000274906.1	
ENSG00000276582	ENSG00000276582.1	8647
ENSG00000275306	ENSG00000275306.1	3806
ENSG00000277375	ENSG00000277375.1	
ENSG00000278403	ENSG00000278403.4	3812
ENSG00000275317	ENSG00000275317.4	3805
ENSG00000275317	ENSG00000275317.4	124900568
ENSG00000278373	ENSG00000278373.4	57818
ENSG00000261846	ENSG00000261846.2	344752
ENSG00000277567	ENSG00000277567.1	
ENSG00000275245	ENSG00000275245.1	
ENSG00000275751	ENSG00000275751.5	
ENSG00000276154	ENSG00000276154.1	3809
ENSG00000277909	ENSG00000277909.4	57405
ENSG00000275031	ENSG00000275031.2	284207
ENSG00000290470	ENSG00000290470.1	
ENSG00000262411	ENSG00000262411.1	
ENSG00000262466	ENSG00000262466.5	
ENSG00000275225	ENSG00000275225.1	
ENSG00000282814	ENSG00000282814.1	
ENSG00000278856	ENSG00000278856.5	3811
ENSG00000278116	ENSG00000278116.1	57292
ENSG00000274320	ENSG00000274320.2	440295
ENSG00000275500	ENSG00000275500.1	102725023
ENSG00000275671	ENSG00000275671.1	
ENSG00000262473	ENSG00000262473.5	2618
ENSG00000276327	ENSG00000276327.1	3806
ENSG00000274296	ENSG00000274296.3	26063
ENSG00000274597	ENSG00000274597.1	
ENSG00000277835	ENSG00000277835.5	
ENSG00000281945	ENSG00000281945.1	
ENSG00000276307	ENSG00000276307.1	
ENSG00000290403	ENSG00000290403.1	
ENSG00000273883	ENSG00000273883.4	79166
ENSG00000278759	ENSG00000278759.2	6904
ENSG00000281425	ENSG00000281425.1	
ENSG00000275326	ENSG00000275326.4	115677
ENSG00000280638	ENSG00000280638.1	
ENSG00000278821	ENSG00000278821.4	3802
ENSG00000274980	ENSG00000274980.1	
ENSG00000278562	ENSG00000278562.3	
ENSG00000282755	ENSG00000282755.1	
ENSG00000277518	ENSG00000277518.4	4588
ENSG00000276910	ENSG00000276910.4	2966
ENSG00000276910	ENSG00000276910.4	728340
ENSG00000282514	ENSG00000282514.1	
ENSG00000276228	ENSG00000276228.2	
ENSG00000274042	ENSG00000274042.2	647042
ENSG00000280716	ENSG00000280716.1	728339
ENSG00000262148	ENSG00000262148.1	
ENSG00000262911	ENSG00000262911.5	54943
ENSG00000275049	ENSG00000275049.1	
ENSG00000274166	ENSG00000274166.2	643707
ENSG00000274166	ENSG00000274166.2	647042
ENSG00000274166	ENSG00000274166.2	102724117
ENSG00000281830	ENSG00000281830.1	105377617
ENSG00000281916	ENSG00000281916.1	
ENSG00000276052	ENSG00000276052.1	
ENSG00000262795	ENSG00000262795.5	3460
ENSG00000277657	ENSG00000277657.1	3808
ENSG00000280784	ENSG00000280784.1	
ENSG00000280557	ENSG00000280557.1	
ENSG00000280765	ENSG00000280765.1	101929297
ENSG00000275513	ENSG00000275513.1	115653
ENSG00000280898	ENSG00000280898.1	
ENSG00000275737	ENSG00000275737.1	100132285
ENSG00000275737	ENSG00000275737.1	124900575
ENSG00000278481	ENSG00000278481.1	553128
ENSG00000273673	ENSG00000273673.2	
ENSG00000282464	ENSG00000282464.1	
ENSG00000277163	ENSG00000277163.1	3808
ENSG00000273831	ENSG00000273831.2	115399
ENSG00000282457	ENSG00000282457.2	
ENSG00000278086	ENSG00000278086.1	102725023
ENSG00000290468	ENSG00000290468.1	
ENSG00000277540	ENSG00000277540.4	3805
ENSG00000277540	ENSG00000277540.4	124900568
ENSG00000282209	ENSG00000282209.2	
ENSG00000290504	ENSG00000290504.1	
ENSG00000281567	ENSG00000281567.1	
ENSG00000277364	ENSG00000277364.2	
ENSG00000282183	ENSG00000282183.2	
ENSG00000280476	ENSG00000280476.1	
ENSG00000274040	ENSG00000274040.1	
ENSG00000278361	ENSG00000278361.4	3812
ENSG00000274692	ENSG00000274692.1	3802
ENSG00000280500	ENSG00000280500.2	
ENSG00000290432	ENSG00000290432.1	
ENSG00000274438	ENSG00000274438.1	100132285
ENSG00000274438	ENSG00000274438.1	124900575
ENSG00000290533	ENSG00000290533.1	
ENSG00000276254	ENSG00000276254.1	3809
ENSG00000263057	ENSG00000263057.2	54474
ENSG00000274780	ENSG00000274780.2	57661
ENSG00000274404	ENSG00000274404.3	440243
ENSG00000282201	ENSG00000282201.1	
ENSG00000275062	ENSG00000275062.1	115653
ENSG00000275338	ENSG00000275338.4	9727
ENSG00000262068	ENSG00000262068.3	83896
ENSG00000277389	ENSG00000277389.1	440023
ENSG00000281537	ENSG00000281537.1	
ENSG00000281828	ENSG00000281828.1	
ENSG00000263296	ENSG00000263296.2	83897
ENSG00000280585	ENSG00000280585.1	387264
ENSG00000281846	ENSG00000281846.1	
ENSG00000278620	ENSG00000278620.3	387267
ENSG00000281422	ENSG00000281422.1	
